t,day,hour_of_day,site,scenario,policy,seed,soc,inv_kwh,inv_pct,pending_flag,pending_qty_kwh,pending_pct,p_pv_kwh,p_load_kwh,p_grid_kwh,net_load,action_int,action_dg_raw,action_ord_raw,dg_on,order_qty_kwh,order_placed,p_dg_kwh,p_bat_kwh,fuel_used_kwh,fuel_used_L,delivery_kwh,arrival_flag,unmet_kwh,cum_unmet_kwh,stockout_flag,reward,mask_dg_blocked,mask_order_blocked,mask_order_clipped,violation,violation_soc,violation_tank,bat_charge_kwh,bat_discharge_kwh,served_kwh,grid_outage_flag,proxy_cost_diesel,proxy_cost_grid,proxy_cost_unmet,tank_cap_kwh
179,7.458333333333333,11,site5,delayed,B1,42,0.2,485.40935999999994,0.8080943724154463,0.0,0.0,0.0,2.756,9.34,0.0,6.584,0,0,0,0.0,0.0,0,0.0,-2.111199999999998,0.0,0.0,0.0,0,4.472800000000001,257.74028000000004,0,-53.61248177078133,0,0,0,0,0,0,0.0,2.111199999999998,4.867199999999999,1,0.0,0.0,447.28000000000014,600.684
180,7.5,12,site5,delayed,B1,42,0.2,485.40935999999994,0.8080943724154463,0.0,0.0,0.0,2.756,9.45,0.0,6.693999999999999,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,6.693999999999999,264.43428000000006,0,-80.23653035539485,0,0,0,0,0,0,0.0,0.0,2.7560000000000002,1,0.0,0.0,669.3999999999999,600.684
181,7.541666666666667,13,site5,delayed,B1,42,0.2,485.40935999999994,0.8080943724154463,0.0,0.0,0.0,2.34,8.3,0.0,5.960000000000001,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,5.960000000000001,270.39428000000004,0,-71.43856004155265,0,0,0,0,0,0,0.0,0.0,2.34,1,0.0,0.0,596.0000000000001,600.684
182,7.583333333333333,14,site5,delayed,B1,42,0.2,485.40935999999994,0.8080943724154463,0.0,0.0,0.0,1.402,8.27,0.0,6.867999999999999,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,6.867999999999999,277.26228000000003,0,-82.3221527458697,0,0,0,0,0,0,0.0,0.0,1.4020000000000001,1,0.0,0.0,686.8,600.684
183,7.625,15,site5,delayed,B1,42,0.2,485.40935999999994,0.8080943724154463,0.0,0.0,0.0,1.332,9.44,0.0,8.107999999999999,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,8.107999999999999,285.37028000000004,0,-97.18520886189742,0,0,0,0,0,0,0.0,0.0,1.3320000000000007,1,0.0,0.0,810.7999999999998,600.684
184,7.666666666666667,16,site5,delayed,B1,42,0.2,485.40935999999994,0.8080943724154463,0.0,0.0,0.0,2.932,8.86,0.0,5.927999999999999,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,5.927999999999999,291.29828000000003,0,-71.05499730307449,0,0,0,0,0,0,0.0,0.0,2.9320000000000004,1,0.0,0.0,592.8,600.684
185,7.708333333333333,17,site5,delayed,B1,42,0.2,485.40935999999994,0.8080943724154463,0.0,0.0,0.0,1.59,9.38,0.0,7.790000000000001,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,7.790000000000001,299.08828000000005,0,-93.37355414827098,0,0,0,0,0,0,0.0,0.0,1.5899999999999999,1,0.0,0.0,779.0000000000001,600.684
186,7.75,18,site5,delayed,B1,42,0.2,485.40935999999994,0.8080943724154463,0.0,0.0,0.0,0.568,9.27,0.0,8.702,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,8.702,307.79028000000005,0,-104.30509219489781,0,0,0,0,0,0,0.0,0.0,0.5679999999999996,1,0.0,0.0,870.2,600.684
187,7.791666666666667,19,site5,delayed,B1,42,0.2,485.40935999999994,0.8080943724154463,0.0,0.0,0.0,0.14,9.36,0.0,9.219999999999999,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,9.219999999999999,317.0102800000001,0,-110.51401402401262,0,0,0,0,0,0,0.0,0.0,0.14000000000000057,1,0.0,0.0,921.9999999999999,600.684
188,7.833333333333333,20,site5,delayed,B1,42,0.2,485.40935999999994,0.8080943724154463,0.0,0.0,0.0,0.0,8.88,0.0,8.88,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,8.88,325.8902800000001,0,-106.43865992768244,0,0,0,0,0,0,0.0,0.0,0.0,1,0.0,0.0,888.0000000000001,600.684
189,7.875,21,site5,delayed,B1,42,0.2,485.40935999999994,0.8080943724154463,0.0,0.0,0.0,0.0,10.23,0.0,10.23,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,10.23,336.1202800000001,0,-122.62021295722876,0,0,0,0,0,0,0.0,0.0,0.0,1,0.0,0.0,1023.0,600.684
190,7.916666666666667,22,site5,delayed,B1,42,0.2,485.40935999999994,0.8080943724154463,0.0,0.0,0.0,0.0,8.16,0.0,8.16,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,8.16,344.2802800000001,0,-97.80849831192441,0,0,0,0,0,0,0.0,0.0,0.0,1,0.0,0.0,816.0,600.684
191,7.958333333333333,23,site5,delayed,B1,42,0.2,485.40935999999994,0.8080943724154463,0.0,0.0,0.0,0.0,8.85,0.0,8.85,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,8.85,353.13028000000014,0,-106.0790698603592,0,0,0,0,0,0,0.0,0.0,0.0,1,0.0,0.0,885.0,600.684
192,8.0,0,site5,delayed,B1,42,0.2503167641325536,485.40935999999994,0.8080943724154463,0.0,0.0,0.0,0.0,9.05,12.0,9.05,0,0,0,0.0,0.0,0,0.0,2.9499999999999993,0.0,0.0,0.0,0,0.0,353.13028000000014,0,-0.5753441077172025,0,0,0,0,0,0,2.9499999999999993,0.0,9.05,0,0.0,4.800000000000001,0.0,600.684
193,8.041666666666666,1,site5,delayed,B1,42,0.33150584795321636,485.40935999999994,0.8080943724154463,0.0,0.0,0.0,0.0,7.24,12.0,7.24,0,0,0,0.0,0.0,0,0.0,4.76,0.0,0.0,0.0,0,0.0,353.13028000000014,0,-0.5753441077172025,0,0,0,0,0,0,4.76,0.0,7.24,0,0.0,4.800000000000001,0.0,600.684
194,8.083333333333334,2,site5,delayed,B1,42,0.42258771929824557,485.40935999999994,0.8080943724154463,0.0,0.0,0.0,0.0,6.66,12.0,6.66,0,0,0,0.0,0.0,0,0.0,5.34,0.0,0.0,0.0,0,0.0,353.13028000000014,0,-0.5753441077172025,0,0,0,0,0,0,5.34,0.0,6.66,0,0.0,4.800000000000001,0.0,600.684
195,8.125,3,site5,delayed,B1,42,0.5153752436647173,485.40935999999994,0.8080943724154463,0.0,0.0,0.0,0.0,6.56,12.0,6.56,0,0,0,0.0,0.0,0,0.0,5.44,0.0,0.0,0.0,0,0.0,353.13028000000014,0,-0.5753441077172025,0,0,0,0,0,0,5.44,0.0,6.56,0,0.0,4.800000000000001,0.0,600.684
196,8.166666666666666,4,site5,delayed,B1,42,0.5872855750487329,485.40935999999994,0.8080943724154463,0.0,0.0,0.0,0.016,7.8,12.0,7.784,0,0,0,0.0,0.0,0,0.0,4.216,0.0,0.0,0.0,0,0.0,353.13028000000014,0,-0.5753441077172025,0,0,0,0,0,0,4.216,0.0,7.8,0,0.0,4.800000000000001,0.0,600.684
197,8.208333333333334,5,site5,delayed,B1,42,0.6559210526315788,485.40935999999994,0.8080943724154463,0.0,0.0,0.0,0.124,8.1,12.0,7.976,0,0,0,0.0,0.0,0,0.0,4.024,0.0,0.0,0.0,0,0.0,353.13028000000014,0,-0.5753441077172025,0,0,0,0,0,0,4.024,0.0,8.1,0,0.0,4.800000000000001,0.0,600.684
198,8.25,6,site5,delayed,B1,42,0.725443469785575,485.40935999999994,0.8080943724154463,0.0,0.0,0.0,0.596,8.52,12.0,7.9239999999999995,0,0,0,0.0,0.0,0,0.0,4.0760000000000005,0.0,0.0,0.0,0,0.0,353.13028000000014,0,-0.5753441077172025,0,0,0,0,0,0,4.0760000000000005,0.0,8.52,0,0.0,4.800000000000001,0.0,600.684
199,8.291666666666666,7,site5,delayed,B1,42,0.7995711500974658,485.40935999999994,0.8080943724154463,0.0,0.0,0.0,1.056,8.71,12.0,7.654000000000001,0,0,0,0.0,0.0,0,0.0,4.345999999999999,0.0,0.0,0.0,0,0.0,353.13028000000014,0,-0.5753441077172025,0,0,0,0,0,0,4.345999999999999,0.0,8.71,0,0.0,4.800000000000001,0.0,600.684
200,8.333333333333334,8,site5,delayed,B1,42,0.8702534113060428,485.40935999999994,0.8080943724154463,0.0,0.0,0.0,1.554,9.41,12.0,7.856,0,0,0,0.0,0.0,0,0.0,4.144,0.0,0.0,0.0,0,0.0,353.13028000000014,0,-0.5753441077172025,0,0,0,0,0,0,4.144,0.0,9.41,0,0.0,4.800000000000001,0.0,600.684
201,8.375,9,site5,delayed,B1,42,0.9639961013645224,485.40935999999994,0.8080943724154463,0.0,0.0,0.0,2.736,9.24,12.0,6.504,0,0,0,0.0,0.0,0,0.0,5.496,0.0,0.0,0.0,0,0.0,353.13028000000014,0,-0.5753441077172025,0,0,0,0,0,0,5.496,0.0,9.24,0,0.0,4.800000000000001,0.0,600.684
202,8.416666666666666,10,site5,delayed,B1,42,1.0,485.40935999999994,0.8080943724154463,0.0,0.0,0.0,3.052,8.45,7.508857142857144,5.398,0,0,0,0.0,0.0,0,0.0,2.1108571428571437,0.0,0.0,0.0,0,0.0,353.13028000000014,0,-0.36001472606942375,0,0,0,0,0,0,2.1108571428571437,0.0,8.45,0,0.0,3.0035428571428575,0.0,600.684
203,8.458333333333334,11,site5,delayed,B1,42,1.0,485.40935999999994,0.8080943724154463,0.0,0.0,0.0,3.976,9.0,5.024,5.024,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,353.13028000000014,0,-0.24087739976426878,0,0,0,0,0,0,0.0,0.0,9.0,0,0.0,2.0096000000000003,0.0,600.684
204,8.5,12,site5,delayed,B1,42,1.0,485.40935999999994,0.8080943724154463,0.0,0.0,0.0,4.18,9.66,5.48,5.48,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,353.13028000000014,0,-0.26274047585752247,0,0,0,0,0,0,0.0,0.0,9.66,0,0.0,2.192,0.0,600.684
205,8.541666666666666,13,site5,delayed,B1,42,1.0,485.40935999999994,0.8080943724154463,0.0,0.0,0.0,4.738,9.05,4.312,4.312,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,353.13028000000014,0,-0.20674031603971474,0,0,0,0,0,0,0.0,0.0,9.05,0,0.0,1.7248,0.0,600.684
206,8.583333333333334,14,site5,delayed,B1,42,1.0,485.40935999999994,0.8080943724154463,0.0,0.0,0.0,6.008,9.79,3.781999999999999,3.781999999999999,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,353.13028000000014,0,-0.18132928461553827,0,0,0,0,0,0,0.0,0.0,9.79,0,0.0,1.5127999999999997,0.0,600.684
207,8.625,15,site5,delayed,B1,42,1.0,485.40935999999994,0.8080943724154463,0.0,0.0,0.0,3.536,9.78,6.244,6.244,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,353.13028000000014,0,-0.29937071738218435,0,0,0,0,0,0,0.0,0.0,9.78,0,0.0,2.4976000000000003,0.0,600.684
208,8.666666666666666,16,site5,delayed,B1,42,1.0,485.40935999999994,0.8080943724154463,0.0,0.0,0.0,3.498,9.89,6.392,6.392,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,353.13028000000014,0,-0.30646662804402985,0,0,0,0,0,0,0.0,0.0,9.89,0,0.0,2.5568000000000004,0.0,600.684
209,8.708333333333334,17,site5,delayed,B1,42,1.0,485.40935999999994,0.8080943724154463,0.0,0.0,0.0,2.656,9.57,6.914,6.914,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,353.13028000000014,0,-0.3314940967297281,0,0,0,0,0,0,0.0,0.0,9.57,0,0.0,2.7656,0.0,600.684
210,8.75,18,site5,delayed,B1,42,1.0,485.40935999999994,0.8080943724154463,0.0,0.0,0.0,0.742,9.36,8.617999999999999,8.617999999999999,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,353.13028000000014,0,-0.4131929600255708,0,0,0,0,0,0,0.0,0.0,9.36,0,0.0,3.4471999999999996,0.0,600.684
211,8.791666666666666,19,site5,delayed,B1,42,1.0,485.40935999999994,0.8080943724154463,0.0,0.0,0.0,0.044,10.07,10.026,10.026,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,353.13028000000014,0,-0.48070000199772256,0,0,0,0,0,0,0.0,0.0,10.07,0,0.0,4.0104,0.0,600.684
212,8.833333333333334,20,site5,delayed,B1,42,1.0,485.40935999999994,0.8080943724154463,0.0,0.0,0.0,0.0,8.84,8.84,8.84,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,353.13028000000014,0,-0.4238368260183391,0,0,0,0,0,0,0.0,0.0,8.84,0,0.0,3.536,0.0,600.684
213,8.875,21,site5,delayed,B1,42,1.0,485.40935999999994,0.8080943724154463,0.0,0.0,0.0,0.0,9.91,9.91,9.91,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,353.13028000000014,0,-0.4751383422897897,0,0,0,0,0,0,0.0,0.0,9.91,0,0.0,3.9640000000000004,0.0,600.684
214,8.916666666666666,22,site5,delayed,B1,42,1.0,485.40935999999994,0.8080943724154463,0.0,0.0,0.0,0.0,9.44,9.44,9.44,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,353.13028000000014,0,-0.4526040314041992,0,0,0,0,0,0,0.0,0.0,9.44,0,0.0,3.776,0.0,600.684
215,8.958333333333334,23,site5,delayed,B1,42,1.0,485.40935999999994,0.8080943724154463,0.0,0.0,0.0,0.0,7.96,7.96,7.96,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,353.13028000000014,0,-0.3816449247857443,0,0,0,0,0,0,0.0,0.0,7.96,0,0.0,3.184,0.0,600.684
216,9.0,0,site5,delayed,B1,42,1.0,485.40935999999994,0.8080943724154463,0.0,0.0,0.0,0.0,8.61,8.61,8.61,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,353.13028000000014,0,-0.4128093972870927,0,0,0,0,0,0,0.0,0.0,8.61,0,0.0,3.444,0.0,600.684
217,9.041666666666666,1,site5,delayed,B1,42,1.0,485.40935999999994,0.8080943724154463,0.0,0.0,0.0,0.0,7.05,7.05,7.05,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,353.13028000000014,0,-0.33801466328385643,0,0,0,0,0,0,0.0,0.0,7.05,0,0.0,2.8200000000000003,0.0,600.684
218,9.083333333333334,2,site5,delayed,B1,42,1.0,485.40935999999994,0.8080943724154463,0.0,0.0,0.0,0.0,8.37,8.37,8.37,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,353.13028000000014,0,-0.40130251513274867,0,0,0,0,0,0,0.0,0.0,8.37,0,0.0,3.348,0.0,600.684
219,9.125,3,site5,delayed,B1,42,1.0,485.40935999999994,0.8080943724154463,0.0,0.0,0.0,0.0,5.61,5.61,5.61,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,353.13028000000014,0,-0.2689733703577921,0,0,0,0,0,0,0.0,0.0,5.61,0,0.0,2.244,0.0,600.684
220,9.166666666666666,4,site5,delayed,B1,42,1.0,485.40935999999994,0.8080943724154463,0.0,0.0,0.0,0.008,7.39,7.382,7.382,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,353.13028000000014,0,-0.35393251693069905,0,0,0,0,0,0,0.0,0.0,7.39,0,0.0,2.9528,0.0,600.684
221,9.208333333333334,5,site5,delayed,B1,42,1.0,485.40935999999994,0.8080943724154463,0.0,0.0,0.0,0.246,8.12,7.873999999999999,7.873999999999999,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,353.13028000000014,0,-0.3775216253471043,0,0,0,0,0,0,0.0,0.0,8.12,0,0.0,3.1495999999999995,0.0,600.684
222,9.25,6,site5,delayed,B1,42,1.0,485.40935999999994,0.8080943724154463,0.0,0.0,0.0,1.088,9.02,7.9319999999999995,7.9319999999999995,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,353.13028000000014,0,-0.38030245520107075,0,0,0,0,0,0,0.0,0.0,9.02,0,0.0,3.1728,0.0,600.684
223,9.291666666666666,7,site5,delayed,B1,42,1.0,485.40935999999994,0.8080943724154463,0.0,0.0,0.0,1.364,9.29,7.925999999999999,7.925999999999999,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,353.13028000000014,0,-0.38001478314721215,0,0,0,0,0,0,0.0,0.0,9.29,0,0.0,3.1704,0.0,600.684
224,9.333333333333334,8,site5,delayed,B1,42,0.7975958414554906,485.40935999999994,0.8080943724154463,0.0,0.0,0.0,2.996,7.98,0.0,4.984,0,0,0,0.0,0.0,0,0.0,-4.984,0.0,0.0,0.0,0,0.0,353.13028000000014,0,0.0,0,0,0,0,0,0,0.0,4.984,7.98,1,0.0,0.0,0.0,600.684
225,9.375,9,site5,delayed,B1,42,0.6690220922677063,485.40935999999994,0.8080943724154463,0.0,0.0,0.0,5.304,8.47,0.0,3.1660000000000004,0,0,0,0.0,0.0,0,0.0,-3.1660000000000004,0.0,0.0,0.0,0,0.0,353.13028000000014,0,0.0,0,0,0,0,0,0,0.0,3.1660000000000004,8.47,1,0.0,0.0,0.0,600.684
226,9.416666666666666,10,site5,delayed,B1,42,0.45687134502923976,485.40935999999994,0.8080943724154463,0.0,0.0,0.0,3.216,8.44,0.0,5.223999999999999,0,0,0,0.0,0.0,0,0.0,-5.223999999999999,0.0,0.0,0.0,0,0.0,353.13028000000014,0,0.0,0,0,0,0,0,0,0.0,5.223999999999999,8.44,1,0.0,0.0,0.0,600.684
227,9.458333333333334,11,site5,delayed,B1,42,0.4420077972709551,485.40935999999994,0.8080943724154463,0.0,0.0,0.0,8.934,9.3,0.0,0.36600000000000144,0,0,0,0.0,0.0,0,0.0,-0.36600000000000144,0.0,0.0,0.0,0,0.0,353.13028000000014,0,0.0,0,0,0,0,0,0,0.0,0.36600000000000144,9.3,1,0.0,0.0,0.0,600.684
228,9.5,12,site5,delayed,B1,42,0.3684210526315789,485.40935999999994,0.8080943724154463,0.0,0.0,0.0,7.618,9.43,0.0,1.8119999999999994,0,0,0,0.0,0.0,0,0.0,-1.8119999999999994,0.0,0.0,0.0,0,0.0,353.13028000000014,0,0.0,0,0,0,0,0,0,0.0,1.8119999999999994,9.43,1,0.0,0.0,0.0,600.684
229,9.541666666666666,13,site5,delayed,B1,42,0.2543859649122807,485.40935999999994,0.8080943724154463,0.0,0.0,0.0,6.372,9.18,0.0,2.808,0,0,0,0.0,0.0,0,0.0,-2.808,0.0,0.0,0.0,0,0.0,353.13028000000014,0,0.0,0,0,0,0,0,0,0.0,2.808,9.18,1,0.0,0.0,0.0,600.684
230,9.583333333333334,14,site5,delayed,B1,42,0.2,485.40935999999994,0.8080943724154463,0.0,0.0,0.0,7.862,9.65,0.0,1.7880000000000003,0,0,0,0.0,0.0,0,0.0,-1.3392000000000002,0.0,0.0,0.0,0,0.4488000000000001,353.57908000000015,0,-5.379467407155843,0,0,0,0,0,0,0.0,1.3392000000000002,9.2012,1,0.0,0.0,44.88000000000001,600.684
231,9.625,15,site5,delayed,B1,42,0.2,485.40935999999994,0.8080943724154463,0.0,0.0,0.0,4.684,9.21,0.0,4.526000000000001,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,4.526000000000001,358.10508000000016,0,-54.25015482350122,0,0,0,0,0,0,0.0,0.0,4.684,1,0.0,0.0,452.6000000000001,600.684
232,9.666666666666666,16,site5,delayed,B1,42,0.2,485.40935999999994,0.8080943724154463,0.0,0.0,0.0,4.158,8.66,0.0,4.502,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,4.502,362.60708000000017,0,-53.962482769642605,0,0,0,0,0,0,0.0,0.0,4.158,1,0.0,0.0,450.2,600.684
233,9.708333333333334,17,site5,delayed,B1,42,0.2,485.40935999999994,0.8080943724154463,0.0,0.0,0.0,0.77,8.12,0.0,7.35,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,7.35,369.9570800000002,0,-88.09956649419661,0,0,0,0,0,0,0.0,0.0,0.7699999999999996,1,0.0,0.0,735.0,600.684
234,9.75,18,site5,delayed,B1,42,0.2,485.40935999999994,0.8080943724154463,0.0,0.0,0.0,0.32,8.36,0.0,8.04,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,8.04,377.9970800000002,0,-96.3701380426314,0,0,0,0,0,0,0.0,0.0,0.3200000000000003,1,0.0,0.0,803.9999999999999,600.684
235,9.791666666666666,19,site5,delayed,B1,42,0.2,485.40935999999994,0.8080943724154463,0.0,0.0,0.0,0.158,9.53,0.0,9.372,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,9.372,387.3690800000002,0,-112.33593703178377,0,0,0,0,0,0,0.0,0.0,0.15799999999999947,1,0.0,0.0,937.2,600.684
236,9.833333333333334,20,site5,delayed,B1,42,0.2,485.40935999999994,0.8080943724154463,0.0,0.0,0.0,0.0,10.17,0.0,10.17,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,10.17,397.53908000000024,0,-121.90103282258227,0,0,0,0,0,0,0.0,0.0,0.0,1,0.0,0.0,1017.0,600.684
237,9.875,21,site5,delayed,B1,42,0.2,485.40935999999994,0.8080943724154463,0.0,0.0,0.0,0.0,9.98,0.0,9.98,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,9.98,407.51908000000026,0,-119.62362906286835,0,0,0,0,0,0,0.0,0.0,0.0,1,0.0,0.0,998.0,600.684
238,9.916666666666666,22,site5,delayed,B1,42,0.2,485.40935999999994,0.8080943724154463,0.0,0.0,0.0,0.0,8.33,0.0,8.33,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,8.33,415.84908000000024,0,-99.8461753600895,0,0,0,0,0,0,0.0,0.0,0.0,1,0.0,0.0,833.0,600.684
239,9.958333333333334,23,site5,delayed,B1,42,0.2,485.40935999999994,0.8080943724154463,0.0,0.0,0.0,0.0,9.21,0.0,9.21,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,9.21,425.0590800000002,0,-110.39415066823821,0,0,0,0,0,0,0.0,0.0,0.0,1,0.0,0.0,921.0000000000001,600.684
240,10.0,0,site5,delayed,B1,42,0.2815302144249513,485.40935999999994,0.8080943724154463,0.0,0.0,0.0,0.0,7.22,12.0,7.22,0,0,0,0.0,0.0,0,0.0,4.78,0.0,0.0,0.0,0,0.0,425.0590800000002,0,-0.5753441077172025,0,0,0,0,0,0,4.78,0.0,7.22,0,0.0,4.800000000000001,0.0,600.684
241,10.041666666666666,1,site5,delayed,B1,42,0.39853801169590647,485.40935999999994,0.8080943724154463,0.0,0.0,0.0,0.0,5.14,12.0,5.14,0,0,0,0.0,0.0,0,0.0,6.86,0.0,0.0,0.0,0,0.0,425.0590800000002,0,-0.5753441077172025,0,0,0,0,0,0,6.86,0.0,5.14,0,0.0,4.800000000000001,0.0,600.684
242,10.083333333333334,2,site5,delayed,B1,42,0.5370370370370371,485.40935999999994,0.8080943724154463,0.0,0.0,0.0,0.0,3.88,12.0,3.88,0,0,0,0.0,0.0,0,0.0,8.120000000000001,0.0,0.0,0.0,0,0.0,425.0590800000002,0,-0.5753441077172025,0,0,0,0,0,0,8.120000000000001,0.0,3.88,0,0.0,4.800000000000001,0.0,600.684
243,10.125,3,site5,delayed,B1,42,0.6467105263157895,485.40935999999994,0.8080943724154463,0.0,0.0,0.0,0.0,5.57,12.0,5.57,0,0,0,0.0,0.0,0,0.0,6.43,0.0,0.0,0.0,0,0.0,425.0590800000002,0,-0.5753441077172025,0,0,0,0,0,0,6.43,0.0,5.57,0,0.0,4.800000000000001,0.0,600.684
244,10.166666666666666,4,site5,delayed,B1,42,0.7157553606237816,485.40935999999994,0.8080943724154463,0.0,0.0,0.0,0.098,8.05,12.0,7.952000000000001,0,0,0,0.0,0.0,0,0.0,4.047999999999999,0.0,0.0,0.0,0,0.0,425.0590800000002,0,-0.5753441077172025,0,0,0,0,0,0,4.047999999999999,0.0,8.05,0,0.0,4.800000000000001,0.0,600.684
245,10.208333333333334,5,site5,delayed,B1,42,0.7759990253411305,485.40935999999994,0.8080943724154463,0.0,0.0,0.0,0.592,9.06,12.0,8.468,0,0,0,0.0,0.0,0,0.0,3.532,0.0,0.0,0.0,0,0.0,425.0590800000002,0,-0.5753441077172025,0,0,0,0,0,0,3.532,0.0,9.06,0,0.0,4.800000000000001,0.0,600.684
246,10.25,6,site5,delayed,B1,42,0.8786793372319688,485.40935999999994,0.8080943724154463,0.0,0.0,0.0,1.82,7.8,12.0,5.9799999999999995,0,0,0,0.0,0.0,0,0.0,6.0200000000000005,0.0,0.0,0.0,0,0.0,425.0590800000002,0,-0.5753441077172025,0,0,0,0,0,0,6.0200000000000005,0.0,7.8,0,0.0,4.800000000000001,0.0,600.684
247,10.291666666666666,7,site5,delayed,B1,42,0.9964035087719298,485.40935999999994,0.8080943724154463,0.0,0.0,0.0,3.792,8.89,12.0,5.098000000000001,0,0,0,0.0,0.0,0,0.0,6.901999999999999,0.0,0.0,0.0,0,0.0,425.0590800000002,0,-0.5753441077172025,0,0,0,0,0,0,6.901999999999999,0.0,8.89,0,0.0,4.800000000000001,0.0,600.684
248,10.333333333333334,8,site5,delayed,B1,42,1.0,485.40935999999994,0.8080943724154463,0.0,0.0,0.0,4.562,9.16,4.808857142857142,4.598,0,0,0,0.0,0.0,0,0.0,0.21085714285714158,0.0,0.0,0.0,0,0.0,425.0590800000002,0,-0.23056230183305315,0,0,0,0,0,0,0.21085714285714158,0.0,9.16,0,0.0,1.9235428571428568,0.0,600.684
249,10.375,9,site5,delayed,B1,42,1.0,485.40935999999994,0.8080943724154463,0.0,0.0,0.0,7.572,9.23,1.6580000000000004,1.6580000000000004,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,425.0590800000002,0,-0.07949337754959349,0,0,0,0,0,0,0.0,0.0,9.23,0,0.0,0.6632000000000002,0.0,600.684
250,10.416666666666666,10,site5,delayed,B1,42,1.0,485.40935999999994,0.8080943724154463,0.0,0.0,0.0,9.328,8.68,0.0,-0.6479999999999997,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,425.0590800000002,0,0.0,0,0,0,0,0,0,0.0,0.0,8.68,1,0.0,0.0,0.0,600.684
251,10.458333333333334,11,site5,delayed,B1,42,1.0,485.40935999999994,0.8080943724154463,0.0,0.0,0.0,7.162,8.19,1.0279999999999996,1.0279999999999996,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,425.0590800000002,0,-0.04928781189444032,0,0,0,0,0,0,0.0,0.0,8.19,0,0.0,0.41119999999999984,0.0,600.684
252,10.5,12,site5,delayed,B1,42,1.0,485.40935999999994,0.8080943724154463,0.0,0.0,0.0,4.258,8.19,3.9319999999999995,3.9319999999999995,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,425.0590800000002,0,-0.18852108596200332,0,0,0,0,0,0,0.0,0.0,8.19,0,0.0,1.5728,0.0,600.684
