site_id,t,day,hour,load_kwh,solar_kwh,net_load_kwh,grid_available,battery_capacity_kwh,dg_power_kw,grid_power_kw,battery_charge_coeff,battery_discharge_coeff,init_soc,dod,ghi,dhi,dni,clearsky_ghi,clearsky_dhi,clearsky_dni,solar_zenith_angle,relative_humidity
site2,18,1,18,10.18,0.408,9.772,False,41.04,17.6,14,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,114.53,47.94
site2,19,1,19,10.38,0.0,10.38,False,41.04,17.6,14,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,124.77,48.9
site2,20,1,20,10.59,0.0,10.59,False,41.04,17.6,14,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,144.05,48.58
site2,21,1,21,10.21,0.0,10.21,False,41.04,17.6,14,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,150.73,52.2
site2,22,1,22,9.83,0.0,9.83,False,41.04,17.6,14,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,156.98,52.92
site2,23,1,23,9.1,0.0,9.1,False,41.04,17.6,14,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,150.57,57.15
site2,24,2,0,8.82,0.0,8.82,False,41.04,17.6,14,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,141.04,56.47
site2,25,2,1,8.57,0.0,8.57,False,41.04,17.6,14,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,123.54,61.53
site2,26,2,2,8.65,0.0,8.65,False,41.04,17.6,14,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,114.45,63.9
site2,27,2,3,8.48,0.0,8.48,False,41.04,17.6,14,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,103.34,65.23
site2,28,2,4,8.73,0.024,8.706000000000001,False,41.04,17.6,14,0.35,1.2,0.2,0.15,44.27,31.02,190.78,45.79,29.99,195.25,87.75,56.78
site2,29,2,5,9.18,0.168,9.012,False,41.04,17.6,14,0.35,1.2,0.2,0.15,266.37,84.07,591.3,260.12,81.52,585.93,74.4,47.5
site2,30,2,6,9.67,0.384,9.286,False,41.04,17.6,14,0.35,1.2,0.2,0.15,528.79,112.57,726.71,521.37,110.58,753.9,57.54,38.36
site2,31,2,7,9.88,1.032,8.848,False,41.04,17.6,14,0.35,1.2,0.2,0.15,723.28,131.41,820.08,756.73,127.55,825.7,44.73,31.68
site2,32,2,8,9.88,3.0,6.880000000000001,False,41.04,17.6,14,0.35,1.2,0.2,0.15,885.96,140.65,901.66,920.45,138.64,854.22,31.54,27.72
site2,33,2,9,9.93,5.16,4.77,False,41.04,17.6,14,0.35,1.2,0.2,0.15,978.2,139.65,899.82,1003.42,138.75,929.07,18.3,28.05
site2,34,2,10,10.29,9.168,1.1219999999999999,True,41.04,17.6,14,0.35,1.2,0.2,0.15,1063.99,142.41,948.19,1021.27,143.1,894.86,13.88,27.09
site2,35,2,11,10.35,2.184,8.166,True,41.04,17.6,14,0.35,1.2,0.2,0.15,1001.49,143.06,919.07,1008.19,144.85,908.0,21.91,26.03
site2,36,2,12,10.33,5.52,4.8100000000000005,True,41.04,17.6,14,0.35,1.2,0.2,0.15,571.7,458.21,137.81,871.89,154.72,847.53,33.25,26.35
site2,37,2,13,10.29,4.704,5.585999999999999,True,41.04,17.6,14,0.35,1.2,0.2,0.15,663.88,140.51,781.0,661.51,144.5,783.15,47.59,26.5
site2,38,2,14,10.04,9.864,0.17599999999999838,True,41.04,17.6,14,0.35,1.2,0.2,0.15,255.49,240.83,25.88,448.55,118.4,696.06,61.09,28.78
site2,39,2,15,10.58,5.688,4.892,True,41.04,17.6,14,0.35,1.2,0.2,0.15,198.73,81.78,480.12,199.29,83.09,466.29,75.8,33.85
site2,40,2,16,10.17,4.248,5.922,True,41.04,17.6,14,0.35,1.2,0.2,0.15,2.99,3.07,0.0,9.24,9.11,32.01,87.66,39.93
site2,41,2,17,10.33,1.968,8.362,True,41.04,17.6,14,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,99.43,43.5
site2,42,2,18,10.11,0.552,9.558,True,41.04,17.6,14,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,118.58,44.55
site2,43,2,19,10.38,0.144,10.236,True,41.04,17.6,14,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,132.31,49.2
site2,44,2,20,10.34,0.0,10.34,True,41.04,17.6,14,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,146.23,54.87
site2,45,2,21,10.39,0.0,10.39,True,41.04,17.6,14,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,150.09,58.96
site2,46,2,22,9.74,0.0,9.74,True,41.04,17.6,14,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,155.76,62.43
site2,47,2,23,9.11,0.0,9.11,True,41.04,17.6,14,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,144.0,64.07
site2,48,3,0,8.87,0.0,8.87,True,41.04,17.6,14,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,142.4,68.99
site2,49,3,1,8.62,0.0,8.62,True,41.04,17.6,14,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,125.67,70.81
site2,50,3,2,8.48,0.0,8.48,True,41.04,17.6,14,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,109.69,75.36
site2,51,3,3,8.47,0.024,8.446000000000002,True,41.04,17.6,14,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,100.35,70.47
site2,52,3,4,8.89,0.216,8.674000000000001,True,41.04,17.6,14,0.35,1.2,0.2,0.15,35.62,37.35,4.07,43.39,30.98,196.75,83.46,63.43
site2,53,3,5,9.47,0.6,8.870000000000001,True,41.04,17.6,14,0.35,1.2,0.2,0.15,156.92,153.54,10.33,258.82,81.74,597.9,69.25,50.8
site2,54,3,6,9.47,0.504,8.966000000000001,True,41.04,17.6,14,0.35,1.2,0.2,0.15,464.54,218.23,422.05,527.39,114.28,746.88,59.74,40.19
site2,55,3,7,9.97,1.488,8.482000000000001,True,41.04,17.6,14,0.35,1.2,0.2,0.15,665.11,249.9,529.12,725.67,136.77,849.48,42.27,33.2
site2,56,3,8,10.28,1.704,8.575999999999999,True,41.04,17.6,14,0.35,1.2,0.2,0.15,900.74,147.06,912.66,937.82,144.11,862.88,30.96,28.8
site2,57,3,9,10.36,5.928,4.4319999999999995,True,41.04,17.6,14,0.35,1.2,0.2,0.15,1021.06,148.2,884.69,1004.41,138.56,931.94,19.62,25.76
site2,58,3,10,10.35,4.944,5.406,True,41.04,17.6,14,0.35,1.2,0.2,0.15,1064.36,147.5,881.56,1060.34,142.57,897.44,14.65,24.51
site2,59,3,11,10.5,5.76,4.74,True,41.04,17.6,14,0.35,1.2,0.2,0.15,990.1,148.1,897.52,980.58,149.08,920.24,21.48,25.8
site2,60,3,12,10.12,8.28,1.8399999999999999,True,41.04,17.6,14,0.35,1.2,0.2,0.15,856.69,176.31,826.01,857.14,176.23,855.61,33.2,25.72
site2,61,3,13,10.41,1.128,9.282,True,41.04,17.6,14,0.35,1.2,0.2,0.15,668.92,148.97,761.99,642.51,155.59,737.05,46.47,27.47
site2,62,3,14,10.43,1.68,8.75,True,41.04,17.6,14,0.35,1.2,0.2,0.15,426.6,125.66,642.15,442.84,131.68,629.23,60.41,29.58
site2,63,3,15,10.31,5.76,4.550000000000001,True,41.04,17.6,14,0.35,1.2,0.2,0.15,75.35,78.46,3.07,185.97,88.18,437.28,75.5,33.95
site2,64,3,16,10.3,5.856,4.444000000000001,True,41.04,17.6,14,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,89.59,40.1
site2,65,3,17,9.92,2.496,7.4239999999999995,True,41.04,17.6,14,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,102.09,42.76
site2,66,3,18,10.29,0.888,9.402,False,41.04,17.6,14,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,112.11,46.45
site2,67,3,19,10.32,0.432,9.888,False,41.04,17.6,14,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,133.29,48.95
site2,68,3,20,10.39,0.024,10.366000000000001,False,41.04,17.6,14,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,142.33,50.97
site2,69,3,21,10.37,0.0,10.37,False,41.04,17.6,14,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,148.03,53.89
site2,70,3,22,9.6,0.0,9.6,False,41.04,17.6,14,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,155.77,56.66
site2,71,3,23,9.14,0.0,9.14,False,41.04,17.6,14,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,143.87,57.49
site2,72,4,0,8.72,0.0,8.72,False,41.04,17.6,14,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,134.46,64.05
site2,73,4,1,8.72,0.0,8.72,False,41.04,17.6,14,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,129.29,63.79
site2,74,4,2,8.43,0.0,8.43,False,41.04,17.6,14,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,111.17,70.97
site2,75,4,3,8.52,0.0,8.52,False,41.04,17.6,14,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,96.02,71.61
site2,76,4,4,8.94,0.0,8.94,False,41.04,17.6,14,0.35,1.2,0.2,0.15,24.48,24.85,0.0,39.39,30.59,133.54,83.29,63.49
site2,77,4,5,9.47,0.288,9.182,False,41.04,17.6,14,0.35,1.2,0.2,0.15,43.9,44.91,0.0,266.97,89.71,510.72,71.64,52.01
site2,78,4,6,9.65,1.152,8.498000000000001,False,41.04,17.6,14,0.35,1.2,0.2,0.15,377.34,252.9,195.61,512.87,117.85,727.51,56.52,42.55
site2,79,4,7,9.58,3.84,5.74,False,41.04,17.6,14,0.35,1.2,0.2,0.15,595.7,268.02,421.48,717.95,123.71,845.75,44.77,37.31
site2,80,4,8,9.76,7.056,2.7039999999999997,False,41.04,17.6,14,0.35,1.2,0.2,0.15,706.88,386.38,365.77,921.85,127.29,889.89,31.41,31.51
site2,81,4,9,9.84,7.824,2.016,False,41.04,17.6,14,0.35,1.2,0.2,0.15,669.39,425.48,299.44,1028.5,133.51,940.56,19.26,27.47
site2,82,4,10,9.58,8.328,1.2520000000000007,True,41.04,17.6,14,0.35,1.2,0.2,0.15,643.56,521.9,157.56,1066.91,135.5,947.01,15.13,25.03
site2,83,4,11,9.89,10.368,-0.47799999999999976,True,41.04,17.6,14,0.35,1.2,0.2,0.15,555.66,470.99,85.15,970.48,129.82,887.55,22.57,23.59
site2,84,4,12,9.87,12.192,-2.322000000000001,True,41.04,17.6,14,0.35,1.2,0.2,0.15,852.99,138.72,849.83,881.1,143.84,899.42,33.49,23.41
site2,85,4,13,9.9,10.776,-0.8759999999999994,True,41.04,17.6,14,0.35,1.2,0.2,0.15,399.99,364.81,67.44,681.2,129.22,828.49,47.35,24.64
site2,86,4,14,9.96,8.592,1.3680000000000003,True,41.04,17.6,14,0.35,1.2,0.2,0.15,265.89,242.45,38.25,457.46,107.35,693.89,62.59,28.22
site2,87,4,15,9.92,5.088,4.832,True,41.04,17.6,14,0.35,1.2,0.2,0.15,73.2,74.48,0.0,188.33,70.02,494.47,73.93,34.81
site2,88,4,16,10.1,4.416,5.683999999999999,True,41.04,17.6,14,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,92.48,50.16
site2,89,4,17,10.07,2.352,7.718,True,41.04,17.6,14,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,100.48,49.74
site2,90,4,18,10.39,0.504,9.886000000000001,True,41.04,17.6,14,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,115.15,52.78
site2,91,4,19,10.6,0.096,10.504,True,41.04,17.6,14,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,129.5,52.96
site2,92,4,20,10.64,0.0,10.64,True,41.04,17.6,14,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,139.78,50.97
site2,93,4,21,10.5,0.0,10.5,True,41.04,17.6,14,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,155.12,53.95
site2,94,4,22,9.83,0.0,9.83,True,41.04,17.6,14,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,150.1,54.25
site2,95,4,23,8.88,0.0,8.88,True,41.04,17.6,14,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,146.85,54.25
site2,96,5,0,8.72,0.0,8.72,True,41.04,17.6,14,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,135.39,58.19
site2,97,5,1,8.73,0.0,8.73,True,41.04,17.6,14,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,128.53,59.66
site2,98,5,2,8.56,0.0,8.56,True,41.04,17.6,14,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,116.07,65.55
site2,99,5,3,8.94,0.0,8.94,True,41.04,17.6,14,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,96.57,62.42
site2,100,5,4,9.27,0.0,9.27,True,41.04,17.6,14,0.35,1.2,0.2,0.15,27.0,27.1,0.0,45.72,25.83,240.79,85.62,53.71
site2,101,5,5,9.5,0.216,9.284,True,41.04,17.6,14,0.35,1.2,0.2,0.15,148.61,137.87,7.04,262.43,68.17,649.0,71.7,46.22
site2,102,5,6,9.61,1.104,8.506,True,41.04,17.6,14,0.35,1.2,0.2,0.15,501.95,93.4,799.37,538.11,95.82,785.99,59.4,35.45
site2,103,5,7,7.69,3.6,4.09,True,41.04,17.6,14,0.35,1.2,0.2,0.15,713.69,108.78,919.29,752.05,107.9,872.06,44.52,31.24
site2,104,5,8,9.79,7.272,2.517999999999999,True,41.04,17.6,14,0.35,1.2,0.2,0.15,781.25,260.62,652.23,946.04,110.54,966.86,30.25,28.42
site2,105,5,9,9.67,9.936,-0.266,True,41.04,17.6,14,0.35,1.2,0.2,0.15,986.14,118.07,978.4,1036.08,116.08,932.89,20.1,27.22
site2,106,5,10,10.01,11.64,-1.6300000000000008,True,41.04,17.6,14,0.35,1.2,0.2,0.15,1024.5,113.86,999.62,1033.18,118.06,974.89,14.86,24.55
site2,107,5,11,10.06,12.936,-2.8759999999999994,True,41.04,17.6,14,0.35,1.2,0.2,0.15,983.95,112.16,950.62,977.24,109.34,1004.47,22.29,22.69
site2,108,5,12,9.84,10.728,-0.8879999999999999,True,41.04,17.6,14,0.35,1.2,0.2,0.15,902.56,109.44,954.39,855.77,108.6,943.61,34.86,23.07
site2,109,5,13,9.97,7.488,2.482,True,41.04,17.6,14,0.35,1.2,0.2,0.15,709.13,96.31,886.11,714.21,93.27,919.77,47.47,21.66
site2,110,5,14,9.95,5.136,4.813999999999999,True,41.04,17.6,14,0.35,1.2,0.2,0.15,444.94,81.44,798.89,470.2,78.02,815.83,59.85,24.75
site2,111,5,15,10.11,5.112,4.997999999999999,True,41.04,17.6,14,0.35,1.2,0.2,0.15,209.94,55.63,619.97,214.79,55.19,633.72,77.25,27.32
site2,112,5,16,9.32,4.008,5.312,True,41.04,17.6,14,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,86.44,34.09
site2,113,5,17,9.78,1.896,7.8839999999999995,True,41.04,17.6,14,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,100.57,37.68
site2,114,5,18,10.25,1.08,9.17,False,41.04,17.6,14,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,117.68,40.9
site2,115,5,19,10.52,0.168,10.352,False,41.04,17.6,14,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,129.09,44.27
site2,116,5,20,10.53,0.0,10.53,False,41.04,17.6,14,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,146.03,48.73
site2,117,5,21,10.53,0.0,10.53,False,41.04,17.6,14,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,153.4,54.94
site2,118,5,22,9.74,0.0,9.74,False,41.04,17.6,14,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,153.36,57.56
site2,119,5,23,8.92,0.0,8.92,False,41.04,17.6,14,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,151.89,57.94
site2,120,6,0,8.835,0.0,8.835,False,41.04,17.6,14,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,133.18,58.86
site2,121,6,1,8.835,0.0,8.835,False,41.04,17.6,14,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,122.16,62.53
site2,122,6,2,8.67,0.0,8.67,False,41.04,17.6,14,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,110.07,66.22
site2,123,6,3,8.9,0.0,8.9,False,41.04,17.6,14,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,98.76,72.2
site2,124,6,4,9.04,0.0,9.04,False,41.04,17.6,14,0.35,1.2,0.2,0.15,31.17,32.25,0.97,46.02,25.58,276.58,86.56,74.96
site2,125,6,5,9.45,0.216,9.234,False,41.04,17.6,14,0.35,1.2,0.2,0.15,56.87,56.61,0.0,281.67,60.99,682.73,71.15,71.09
site2,126,6,6,9.65,0.6,9.05,False,41.04,17.6,14,0.35,1.2,0.2,0.15,232.23,222.6,6.0,545.86,81.47,876.69,57.21,58.75
site2,127,6,7,9.77,0.864,8.905999999999999,False,41.04,17.6,14,0.35,1.2,0.2,0.15,776.45,90.39,956.77,781.85,87.59,941.31,44.93,47.63
site2,128,6,8,9.77,1.104,8.666,False,41.04,17.6,14,0.35,1.2,0.2,0.15,921.48,90.93,1019.52,942.37,91.31,981.23,32.02,38.42
site2,129,6,9,9.83,1.608,8.222,False,41.04,17.6,14,0.35,1.2,0.2,0.15,1056.41,94.7,1008.59,1075.82,95.06,985.33,19.16,32.78
site2,130,6,10,9.84,2.28,7.5600000000000005,True,41.04,17.6,14,0.35,1.2,0.2,0.15,1096.57,93.91,1040.97,1030.67,92.79,1042.89,15.79,28.91
site2,131,6,11,9.89,2.616,7.274000000000001,True,41.04,17.6,14,0.35,1.2,0.2,0.15,1033.46,94.26,1003.32,1016.22,89.75,978.02,23.19,27.6
site2,132,6,12,9.78,3.0,6.779999999999999,True,41.04,17.6,14,0.35,1.2,0.2,0.15,883.28,101.47,938.45,863.05,102.71,920.95,34.61,28.41
site2,133,6,13,9.56,2.352,7.208,True,41.04,17.6,14,0.35,1.2,0.2,0.15,682.34,96.58,918.72,663.78,94.72,878.26,46.9,31.27
site2,134,6,14,9.84,4.848,4.992,True,41.04,17.6,14,0.35,1.2,0.2,0.15,432.76,82.69,783.48,447.7,81.04,764.85,61.43,33.7
site2,135,6,15,9.8,3.984,5.816000000000001,True,41.04,17.6,14,0.35,1.2,0.2,0.15,46.85,48.41,0.0,190.54,56.88,593.52,78.65,39.25
site2,136,6,16,9.99,4.944,5.046,True,41.04,17.6,14,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,90.9,45.09
site2,137,6,17,9.99,1.368,8.622,True,41.04,17.6,14,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,99.81,53.22
site2,138,6,18,10.24,0.576,9.664,True,41.04,17.6,14,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,112.92,59.34
site2,139,6,19,10.52,0.192,10.328,True,41.04,17.6,14,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,129.17,60.38
site2,140,6,20,10.53,0.0,10.53,True,41.04,17.6,14,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,141.3,67.9
site2,141,6,21,10.2,0.0,10.2,True,41.04,17.6,14,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,150.95,70.17
site2,142,6,22,9.62,0.0,9.62,True,41.04,17.6,14,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,151.04,74.52
site2,143,6,23,8.84,0.0,8.84,True,41.04,17.6,14,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,149.84,78.78
site2,144,7,0,8.64,0.0,8.64,True,41.04,17.6,14,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,137.06,81.86
site2,145,7,1,8.43,0.0,8.43,True,41.04,17.6,14,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,130.15,88.15
site2,146,7,2,8.47,0.0,8.47,True,41.04,17.6,14,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,113.03,92.68
site2,147,7,3,8.58,0.0,8.58,True,41.04,17.6,14,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,101.99,87.06
site2,148,7,4,9.04,0.0,9.04,True,41.04,17.6,14,0.35,1.2,0.2,0.15,40.26,27.57,192.17,40.78,26.63,189.67,88.98,81.68
site2,149,7,5,9.42,0.144,9.276,True,41.04,17.6,14,0.35,1.2,0.2,0.15,269.74,71.49,601.12,254.49,69.4,630.73,71.32,71.55
site2,150,7,6,9.74,1.104,8.636,True,41.04,17.6,14,0.35,1.2,0.2,0.15,497.08,88.65,829.94,501.65,87.8,812.52,58.74,60.93
site2,151,7,7,9.88,1.296,8.584000000000001,False,41.04,17.6,14,0.35,1.2,0.2,0.15,709.74,97.95,877.19,731.26,92.16,904.0,45.79,51.94
site2,152,7,8,9.97,0.672,9.298,False,41.04,17.6,14,0.35,1.2,0.2,0.15,547.29,435.52,117.78,925.08,102.17,904.16,30.03,42.27
site2,153,7,9,10.08,3.216,6.864,False,41.04,17.6,14,0.35,1.2,0.2,0.15,717.73,519.12,215.23,976.73,115.79,917.03,20.76,40.79
site2,154,7,10,10.02,8.016,2.0039999999999996,False,41.04,17.6,14,0.35,1.2,0.2,0.15,1045.75,120.68,925.92,1042.54,116.42,949.6,16.07,37.78
site2,155,7,11,9.85,7.56,2.29,False,41.04,17.6,14,0.35,1.2,0.2,0.15,704.59,528.87,192.04,994.79,110.05,954.03,22.61,37.29
site2,156,7,12,9.93,6.096,3.8339999999999996,False,41.04,17.6,14,0.35,1.2,0.2,0.15,374.04,377.86,8.11,869.2,128.97,845.91,35.97,35.21
site2,157,7,13,10.15,7.488,2.662,False,41.04,17.6,14,0.35,1.2,0.2,0.15,91.45,93.07,0.0,680.49,110.36,845.62,46.77,36.34
site2,158,7,14,10.24,6.768,3.4720000000000004,False,41.04,17.6,14,0.35,1.2,0.2,0.15,272.42,212.44,128.73,443.62,83.63,779.17,60.83,38.04
site2,159,7,15,10.05,3.864,6.186000000000001,False,41.04,17.6,14,0.35,1.2,0.2,0.15,193.63,56.08,583.04,190.17,56.2,568.8,76.11,43.8
site2,160,7,16,10.0,5.424,4.576,False,41.04,17.6,14,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,86.64,49.7
site2,161,7,17,9.88,1.608,8.272,False,41.04,17.6,14,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,106.27,53.12
site2,162,7,18,10.35,0.648,9.702,False,41.04,17.6,14,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,121.32,56.44
site2,163,7,19,10.53,0.024,10.506,False,41.04,17.6,14,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,125.44,64.39
site2,164,7,20,10.33,0.0,10.33,False,41.04,17.6,14,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,141.48,64.27
