site_id,t,day,hour,load_kwh,solar_kwh,net_load_kwh,grid_available,battery_capacity_kwh,dg_power_kw,grid_power_kw,battery_charge_coeff,battery_discharge_coeff,init_soc,dod,ghi,dhi,dni,clearsky_ghi,clearsky_dhi,clearsky_dni,solar_zenith_angle,relative_humidity
site6,18,1,18,4.29,0.24,4.05,True,41.04,17.6,8,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,115.57,36.71
site6,19,1,19,4.25,0.12,4.13,True,41.04,17.6,8,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,128.22,36.96
site6,20,1,20,4.26,0.0,4.26,True,41.04,17.6,8,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,137.01,41.14
site6,21,1,21,4.24,0.0,4.24,True,41.04,17.6,8,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,140.51,43.37
site6,22,1,22,4.21,0.0,4.21,True,41.04,17.6,8,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,145.03,46.22
site6,23,1,23,4.23,0.0,4.23,True,41.04,17.6,8,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,145.14,46.93
site6,24,2,0,4.18,0.0,4.18,True,41.04,17.6,8,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,139.74,50.56
site6,25,2,1,4.17,0.0,4.17,True,41.04,17.6,8,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,130.64,52.83
site6,26,2,2,4.07,0.0,4.07,False,41.04,17.6,8,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,112.98,54.55
site6,27,2,3,4.23,0.0,4.23,False,41.04,17.6,8,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,101.01,60.15
site6,28,2,4,4.23,0.12,4.11,False,41.04,17.6,8,0.35,1.2,0.2,0.15,25.47,16.41,162.08,24.92,17.24,164.5,84.86,55.7
site6,29,2,5,4.25,0.45,3.8,False,41.04,17.6,8,0.35,1.2,0.2,0.15,228.41,64.39,651.11,225.8,62.82,619.72,72.72,43.25
site6,30,2,6,4.21,1.005,3.205,False,41.04,17.6,8,0.35,1.2,0.2,0.15,471.42,87.27,778.65,474.54,87.66,814.11,59.51,33.23
site6,31,2,7,4.24,3.06,1.1800000000000002,False,41.04,17.6,8,0.35,1.2,0.2,0.15,689.07,100.2,876.21,682.09,102.01,901.59,47.54,30.03
site6,32,2,8,4.3,4.215,0.08499999999999996,False,41.04,17.6,8,0.35,1.2,0.2,0.15,865.95,114.87,953.36,893.38,112.32,960.86,34.01,26.65
site6,33,2,9,4.39,5.1,-0.71,False,41.04,17.6,8,0.35,1.2,0.2,0.15,721.46,517.3,222.16,1022.73,115.51,983.71,23.15,22.7
site6,34,2,10,4.43,7.755,-3.325,True,41.04,17.6,8,0.35,1.2,0.2,0.15,746.6,548.07,211.51,1005.66,116.06,955.24,17.21,20.76
site6,35,2,11,4.44,6.645,-2.204999999999999,True,41.04,17.6,8,0.35,1.2,0.2,0.15,506.04,481.95,43.02,975.34,110.25,984.67,22.97,20.55
site6,36,2,12,4.48,5.4,-0.9199999999999999,True,41.04,17.6,8,0.35,1.2,0.2,0.15,605.34,483.67,150.91,874.46,118.76,972.31,32.08,19.93
site6,37,2,13,4.47,4.8,-0.33000000000000007,True,41.04,17.6,8,0.35,1.2,0.2,0.15,710.86,103.67,906.3,747.95,108.39,867.55,45.04,19.58
site6,38,2,14,4.49,2.97,1.52,True,41.04,17.6,8,0.35,1.2,0.2,0.15,214.74,207.06,3.12,517.88,91.48,820.8,60.41,20.29
site6,39,2,15,4.48,2.985,1.4950000000000006,True,41.04,17.6,8,0.35,1.2,0.2,0.15,125.98,126.81,5.07,257.85,64.59,640.16,72.93,23.34
site6,40,2,16,4.46,2.64,1.8199999999999998,True,41.04,17.6,8,0.35,1.2,0.2,0.15,39.85,24.33,237.63,38.85,24.77,226.69,83.04,27.99
site6,41,2,17,4.46,1.62,2.84,True,41.04,17.6,8,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,100.79,28.62
site6,42,2,18,4.4,0.405,3.995,True,41.04,17.6,8,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,115.32,30.66
site6,43,2,19,4.41,0.12,4.29,True,41.04,17.6,8,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,127.56,34.36
site6,44,2,20,4.36,0.0,4.36,True,41.04,17.6,8,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,137.58,35.92
site6,45,2,21,4.27,0.0,4.27,True,41.04,17.6,8,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,141.02,37.43
site6,46,2,22,4.22,0.0,4.22,True,41.04,17.6,8,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,150.47,40.43
site6,47,2,23,4.22,0.0,4.22,True,41.04,17.6,8,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,146.05,43.04
site6,48,3,0,4.09,0.0,4.09,True,41.04,17.6,8,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,137.89,45.17
site6,49,3,1,4.09,0.0,4.09,True,41.04,17.6,8,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,130.91,49.69
site6,50,3,2,4.16,0.0,4.16,True,41.04,17.6,8,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,113.02,51.3
site6,51,3,3,4.22,0.0,4.22,True,41.04,17.6,8,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,99.64,53.72
site6,52,3,4,4.23,0.18,4.050000000000001,True,41.04,17.6,8,0.35,1.2,0.2,0.15,14.78,15.55,0.0,23.78,17.04,134.62,87.98,48.66
site6,53,3,5,4.23,0.435,3.7950000000000004,True,41.04,17.6,8,0.35,1.2,0.2,0.15,164.02,133.68,70.27,231.63,68.81,599.95,71.56,41.05
site6,54,3,6,4.22,1.05,3.17,True,41.04,17.6,8,0.35,1.2,0.2,0.15,398.58,209.47,405.05,491.63,92.89,774.62,61.77,35.33
site6,55,3,7,4.29,2.97,1.3199999999999998,True,41.04,17.6,8,0.35,1.2,0.2,0.15,569.05,263.52,418.84,713.47,112.88,828.57,47.19,30.98
site6,56,3,8,4.44,4.755,-0.3149999999999995,True,41.04,17.6,8,0.35,1.2,0.2,0.15,632.0,371.79,298.09,895.27,126.21,892.27,35.42,27.54
site6,57,3,9,4.43,6.15,-1.7200000000000006,True,41.04,17.6,8,0.35,1.2,0.2,0.15,765.37,392.71,390.82,956.0,135.04,901.41,23.15,26.74
site6,58,3,10,4.44,7.32,-2.88,True,41.04,17.6,8,0.35,1.2,0.2,0.15,599.32,454.24,125.93,1045.59,143.58,922.26,17.14,24.97
site6,59,3,11,4.44,7.83,-3.3899999999999997,True,41.04,17.6,8,0.35,1.2,0.2,0.15,344.58,358.78,1.02,1011.13,156.58,881.83,21.61,25.2
site6,60,3,12,4.44,5.715,-1.2749999999999995,False,41.04,17.6,8,0.35,1.2,0.2,0.15,361.18,361.56,2.99,835.09,155.15,877.82,32.37,25.67
site6,61,3,13,4.49,3.525,0.9650000000000003,False,41.04,17.6,8,0.35,1.2,0.2,0.15,239.64,232.54,7.21,675.31,147.19,756.25,47.65,27.51
site6,62,3,14,4.49,3.135,1.3550000000000004,False,41.04,17.6,8,0.35,1.2,0.2,0.15,100.55,101.6,1.03,464.23,129.4,663.47,59.41,29.39
site6,63,3,15,4.4,3.06,1.3400000000000003,False,41.04,17.6,8,0.35,1.2,0.2,0.15,7.87,7.94,0.0,227.99,99.5,463.67,73.75,35.18
site6,64,3,16,4.43,2.625,1.8049999999999997,False,41.04,17.6,8,0.35,1.2,0.2,0.15,5.11,4.88,0.0,30.27,25.54,97.87,85.37,41.43
site6,65,3,17,4.44,1.47,2.9700000000000006,False,41.04,17.6,8,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,99.24,47.26
site6,66,3,18,4.36,0.375,3.9850000000000003,False,41.04,17.6,8,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,109.32,53.62
site6,67,3,19,4.41,0.105,4.305,False,41.04,17.6,8,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,126.15,57.3
site6,68,3,20,4.39,0.0,4.39,True,41.04,17.6,8,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,136.35,61.16
site6,69,3,21,4.27,0.0,4.27,True,41.04,17.6,8,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,149.95,66.71
site6,70,3,22,4.27,0.0,4.27,True,41.04,17.6,8,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,146.0,75.62
site6,71,3,23,4.22,0.0,4.22,True,41.04,17.6,8,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,143.97,79.06
site6,72,4,0,4.215,0.0,4.215,True,41.04,17.6,8,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,135.48,85.2
site6,73,4,1,4.215,0.0,4.215,True,41.04,17.6,8,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,124.03,88.87
site6,74,4,2,4.18,0.0,4.18,True,41.04,17.6,8,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,115.48,93.47
site6,75,4,3,4.22,0.0,4.22,True,41.04,17.6,8,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,98.31,91.99
site6,76,4,4,4.22,0.06,4.16,True,41.04,17.6,8,0.35,1.2,0.2,0.15,9.34,9.13,0.0,17.84,16.39,49.38,88.71,94.75
site6,77,4,5,4.22,0.36,3.86,True,41.04,17.6,8,0.35,1.2,0.2,0.15,3.89,4.11,0.0,210.81,92.02,432.91,71.34,84.19
site6,78,4,6,4.24,0.63,3.6100000000000003,True,41.04,17.6,8,0.35,1.2,0.2,0.15,339.82,223.62,236.6,428.58,136.97,629.52,63.08,79.22
site6,79,4,7,4.3,1.02,3.28,True,41.04,17.6,8,0.35,1.2,0.2,0.15,165.04,163.06,0.97,670.55,153.32,732.1,45.93,71.65
site6,80,4,8,4.39,1.38,3.01,True,41.04,17.6,8,0.35,1.2,0.2,0.15,725.34,325.23,484.8,866.85,162.41,820.18,35.19,63.11
site6,81,4,9,4.45,1.605,2.845,True,41.04,17.6,8,0.35,1.2,0.2,0.15,654.71,458.22,243.55,936.32,197.97,794.83,23.48,60.44
site6,82,4,10,4.44,3.525,0.9150000000000005,True,41.04,17.6,8,0.35,1.2,0.2,0.15,326.5,342.96,0.96,999.8,202.78,815.18,18.92,59.7
site6,83,4,11,4.43,2.565,1.8649999999999998,True,41.04,17.6,8,0.35,1.2,0.2,0.15,344.69,353.09,0.96,952.93,188.18,822.06,21.98,59.24
site6,84,4,12,4.47,1.83,2.6399999999999997,False,41.04,17.6,8,0.35,1.2,0.2,0.15,567.4,489.79,124.23,873.97,185.52,786.67,33.53,60.64
site6,85,4,13,4.4,1.71,2.6900000000000004,False,41.04,17.6,8,0.35,1.2,0.2,0.15,389.84,328.73,50.81,682.93,173.55,704.46,47.6,66.94
site6,86,4,14,4.42,2.25,2.17,False,41.04,17.6,8,0.35,1.2,0.2,0.15,30.12,31.26,0.0,438.5,151.63,607.46,57.62,69.81
site6,87,4,15,4.44,3.6,0.8400000000000003,False,41.04,17.6,8,0.35,1.2,0.2,0.15,5.01,4.99,0.0,212.72,113.95,363.85,72.03,79.12
site6,88,4,16,4.44,2.76,1.6800000000000006,False,41.04,17.6,8,0.35,1.2,0.2,0.15,3.92,4.05,0.0,23.78,21.21,44.88,87.7,85.61
site6,89,4,17,4.45,1.335,3.115,False,41.04,17.6,8,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,103.76,88.8
site6,90,4,18,4.41,0.57,3.8400000000000003,False,41.04,17.6,8,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,116.47,91.43
site6,91,4,19,4.43,0.105,4.324999999999999,False,41.04,17.6,8,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,125.12,89.42
site6,92,4,20,4.44,0.0,4.44,True,41.04,17.6,8,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,136.36,92.75
site6,93,4,21,4.38,0.0,4.38,True,41.04,17.6,8,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,150.51,92.69
site6,94,4,22,4.27,0.0,4.27,True,41.04,17.6,8,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,152.02,91.41
site6,95,4,23,4.23,0.0,4.23,True,41.04,17.6,8,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,148.29,94.11
site6,96,5,0,4.215,0.0,4.215,True,41.04,17.6,8,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,135.99,91.38
site6,97,5,1,4.215,0.0,4.215,True,41.04,17.6,8,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,126.76,96.79
site6,98,5,2,4.12,0.0,4.12,True,41.04,17.6,8,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,113.31,95.71
site6,99,5,3,4.23,0.0,4.23,True,41.04,17.6,8,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,100.64,97.75
site6,100,5,4,4.22,0.15,4.069999999999999,True,41.04,17.6,8,0.35,1.2,0.2,0.15,7.25,6.9,0.0,16.66,15.23,49.42,84.35,92.42
site6,101,5,5,4.22,0.39,3.8299999999999996,True,41.04,17.6,8,0.35,1.2,0.2,0.15,118.74,115.26,2.91,203.82,87.43,442.94,73.9,84.55
site6,102,5,6,4.21,1.215,2.995,True,41.04,17.6,8,0.35,1.2,0.2,0.15,337.96,292.86,115.58,454.5,127.59,633.47,60.29,71.55
site6,103,5,7,4.23,2.73,1.5000000000000004,True,41.04,17.6,8,0.35,1.2,0.2,0.15,604.94,239.52,520.12,667.25,144.69,793.89,47.49,66.82
site6,104,5,8,4.37,1.725,2.645,True,41.04,17.6,8,0.35,1.2,0.2,0.15,707.59,330.31,465.73,809.44,147.92,870.78,35.65,59.22
site6,105,5,9,4.39,2.145,2.2449999999999997,True,41.04,17.6,8,0.35,1.2,0.2,0.15,695.42,456.3,277.42,963.49,152.99,843.15,23.68,56.11
site6,106,5,10,4.49,3.03,1.4600000000000004,True,41.04,17.6,8,0.35,1.2,0.2,0.15,183.74,180.58,0.0,997.39,160.64,917.73,18.42,55.35
site6,107,5,11,4.44,7.77,-3.329999999999999,True,41.04,17.6,8,0.35,1.2,0.2,0.15,687.79,456.74,280.68,939.42,148.55,901.37,23.92,56.14
site6,108,5,12,4.46,7.59,-3.13,True,41.04,17.6,8,0.35,1.2,0.2,0.15,527.54,389.92,160.17,837.44,141.32,900.44,32.48,54.18
site6,109,5,13,4.44,7.305,-2.8649999999999993,True,41.04,17.6,8,0.35,1.2,0.2,0.15,37.82,40.0,0.0,676.77,125.04,788.97,46.46,53.67
site6,110,5,14,4.45,6.525,-2.075,True,41.04,17.6,8,0.35,1.2,0.2,0.15,35.35,37.32,0.0,459.41,107.7,707.51,61.12,56.09
site6,111,5,15,4.41,4.185,0.22500000000000053,True,41.04,17.6,8,0.35,1.2,0.2,0.15,6.1,6.22,0.0,230.04,76.43,537.81,73.23,64.07
site6,112,5,16,4.4,0.735,3.6650000000000005,True,41.04,17.6,8,0.35,1.2,0.2,0.15,2.96,3.04,0.0,28.2,21.7,133.44,83.34,74.91
site6,113,5,17,4.44,0.285,4.155,True,41.04,17.6,8,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,103.76,82.74
site6,114,5,18,4.45,0.075,4.375,True,41.04,17.6,8,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,111.56,80.59
site6,115,5,19,4.39,0.0,4.39,True,41.04,17.6,8,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,127.34,82.24
site6,116,5,20,4.34,0.0,4.34,True,41.04,17.6,8,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,134.2,85.31
site6,117,5,21,4.22,0.0,4.22,True,41.04,17.6,8,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,149.0,91.43
site6,118,5,22,4.22,0.0,4.22,True,41.04,17.6,8,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,145.81,92.36
site6,119,5,23,4.18,0.0,4.18,True,41.04,17.6,8,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,143.74,92.98
site6,120,6,0,4.08,0.0,4.08,True,41.04,17.6,8,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,140.66,99.6
site6,121,6,1,4.08,0.0,4.08,True,41.04,17.6,8,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,123.7,97.4
site6,122,6,2,4.04,0.0,4.04,True,41.04,17.6,8,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,118.87,97.59
site6,123,6,3,4.09,0.0,4.09,True,41.04,17.6,8,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,99.46,89.39
site6,124,6,4,4.25,0.285,3.965,True,41.04,17.6,8,0.35,1.2,0.2,0.15,8.09,7.88,0.0,19.35,15.45,98.89,89.87,89.87
site6,125,6,5,4.22,0.765,3.4549999999999996,True,41.04,17.6,8,0.35,1.2,0.2,0.15,197.14,124.0,258.81,217.9,66.68,564.59,77.34,83.25
site6,126,6,6,4.22,1.365,2.8549999999999995,True,41.04,17.6,8,0.35,1.2,0.2,0.15,384.24,195.8,401.16,466.89,95.91,726.88,61.82,80.64
site6,127,6,7,4.33,2.955,1.375,True,41.04,17.6,8,0.35,1.2,0.2,0.15,526.39,386.98,219.47,695.65,117.76,855.08,46.44,75.86
site6,128,6,8,4.33,5.265,-0.9349999999999996,True,41.04,17.6,8,0.35,1.2,0.2,0.15,582.28,465.6,128.96,818.15,124.97,845.67,35.51,69.01
site6,129,6,9,4.45,5.835,-1.3849999999999998,True,41.04,17.6,8,0.35,1.2,0.2,0.15,511.11,477.98,59.57,986.48,143.2,923.36,24.7,68.41
site6,130,6,10,4.45,6.93,-2.4799999999999995,True,41.04,17.6,8,0.35,1.2,0.2,0.15,716.95,535.49,195.41,1014.86,144.12,878.25,18.25,63.42
site6,131,6,11,4.43,6.06,-1.63,True,41.04,17.6,8,0.35,1.2,0.2,0.15,721.71,522.88,235.83,948.4,135.22,915.73,22.68,61.68
site6,132,6,12,4.42,6.975,-2.5549999999999997,True,41.04,17.6,8,0.35,1.2,0.2,0.15,570.94,469.02,136.74,892.65,131.68,864.07,32.79,57.99
site6,133,6,13,4.45,3.69,0.7600000000000002,True,41.04,17.6,8,0.35,1.2,0.2,0.15,416.26,354.56,77.29,672.32,114.27,869.75,47.79,58.73
site6,134,6,14,4.44,3.165,1.2750000000000004,True,41.04,17.6,8,0.35,1.2,0.2,0.15,290.67,265.55,51.96,464.74,91.27,771.39,59.91,57.25
site6,135,6,15,4.44,3.195,1.2450000000000006,True,41.04,17.6,8,0.35,1.2,0.2,0.15,108.19,109.18,1.96,244.39,67.59,587.78,75.96,65.83
site6,136,6,16,4.42,2.4,2.02,True,41.04,17.6,8,0.35,1.2,0.2,0.15,29.4,19.51,179.25,29.28,18.42,177.93,85.51,80.55
site6,137,6,17,4.39,1.665,2.7249999999999996,True,41.04,17.6,8,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,103.7,80.15
site6,138,6,18,4.43,0.285,4.145,True,41.04,17.6,8,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,110.17,84.93
site6,139,6,19,4.36,0.075,4.285,True,41.04,17.6,8,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,123.66,84.17
site6,140,6,20,4.35,0.0,4.35,True,41.04,17.6,8,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,142.23,84.66
site6,141,6,21,4.27,0.0,4.27,True,41.04,17.6,8,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,144.05,86.7
site6,142,6,22,4.22,0.0,4.22,True,41.04,17.6,8,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,148.9,83.79
site6,143,6,23,2.73,0.0,2.73,True,41.04,17.6,8,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,145.3,85.49
site6,144,7,0,4.15,0.0,4.15,True,41.04,17.6,8,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,136.22,85.86
site6,145,7,1,4.12,0.0,4.12,True,41.04,17.6,8,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,132.44,81.58
site6,146,7,2,2.77,0.0,2.77,True,41.04,17.6,8,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,113.8,86.72
site6,147,7,3,4.08,0.0,4.08,True,41.04,17.6,8,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,100.94,86.61
site6,148,7,4,4.23,0.06,4.170000000000001,True,41.04,17.6,8,0.35,1.2,0.2,0.15,18.78,14.33,142.23,18.69,14.31,139.42,88.91,83.67
site6,149,7,5,4.21,0.36,3.85,True,41.04,17.6,8,0.35,1.2,0.2,0.15,8.1,8.26,0.0,219.12,61.15,625.11,76.67,76.6
site6,150,7,6,4.24,0.93,3.31,True,41.04,17.6,8,0.35,1.2,0.2,0.15,118.02,113.43,0.0,458.38,81.1,769.79,60.35,68.29
site6,151,7,7,4.36,1.74,2.62,True,41.04,17.6,8,0.35,1.2,0.2,0.15,114.36,116.12,0.0,689.06,100.23,843.63,48.57,64.64
site6,152,7,8,4.43,1.8,2.63,True,41.04,17.6,8,0.35,1.2,0.2,0.15,450.4,396.03,42.39,870.97,104.96,896.36,36.12,57.38
site6,153,7,9,4.46,4.815,-0.3550000000000004,True,41.04,17.6,8,0.35,1.2,0.2,0.15,532.3,464.95,61.17,979.66,127.87,928.54,24.38,57.32
site6,154,7,10,4.44,6.42,-1.9799999999999995,True,41.04,17.6,8,0.35,1.2,0.2,0.15,859.49,525.52,327.63,971.51,131.81,926.78,19.24,55.11
site6,155,7,11,4.44,7.65,-3.21,True,41.04,17.6,8,0.35,1.2,0.2,0.15,735.76,531.83,205.94,949.43,125.54,912.44,24.43,52.2
site6,156,7,12,4.43,7.65,-3.2200000000000006,True,41.04,17.6,8,0.35,1.2,0.2,0.15,562.35,443.42,118.71,859.28,115.89,910.4,35.0,48.89
site6,157,7,13,4.42,7.41,-2.99,True,41.04,17.6,8,0.35,1.2,0.2,0.15,425.19,315.81,129.15,666.59,117.29,814.11,45.37,51.67
site6,158,7,14,4.42,3.735,0.685,True,41.04,17.6,8,0.35,1.2,0.2,0.15,9.83,10.25,0.0,455.97,100.69,738.69,59.56,49.99
site6,159,7,15,4.39,3.045,1.3449999999999998,True,41.04,17.6,8,0.35,1.2,0.2,0.15,42.19,43.96,0.99,219.04,77.05,561.12,71.0,59.47
site6,160,7,16,4.42,2.64,1.7799999999999998,True,41.04,17.6,8,0.35,1.2,0.2,0.15,10.87,11.03,0.0,24.07,19.69,111.83,88.76,69.46
site6,161,7,17,4.36,1.605,2.7550000000000003,True,41.04,17.6,8,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,104.9,67.28
site6,162,7,18,4.4,0.465,3.9350000000000005,True,41.04,17.6,8,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,112.42,73.76
site6,163,7,19,4.37,0.15,4.22,True,41.04,17.6,8,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,129.24,75.52
