site_id,t,day,hour,load_kwh,solar_kwh,net_load_kwh,grid_available,battery_capacity_kwh,dg_power_kw,grid_power_kw,battery_charge_coeff,battery_discharge_coeff,init_soc,dod
site1,37,2,13,4.93,3.92,1.0099999999999998,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,38,2,14,4.83,8.22,-3.3900000000000006,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,39,2,15,4.98,4.74,0.2400000000000002,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,40,2,16,4.94,3.54,1.4000000000000004,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,41,2,17,4.92,1.64,3.2800000000000002,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,42,2,18,4.98,0.46,4.5200000000000005,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,43,2,19,4.88,0.12,4.76,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,44,2,20,4.86,0.0,4.86,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,45,2,21,4.95,0.0,4.95,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,46,2,22,4.85,0.0,4.85,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,47,2,23,4.7,0.0,4.7,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,48,3,0,4.58,0.0,4.58,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,49,3,1,4.48,0.0,4.48,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,50,3,2,4.31,0.0,4.31,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,51,3,3,4.21,0.02,4.19,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,52,3,4,4.35,0.18,4.17,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,53,3,5,4.37,0.5,3.87,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,54,3,6,4.43,0.42,4.01,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,55,3,7,4.66,1.24,3.42,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,56,3,8,4.82,1.42,3.4000000000000004,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,57,3,9,4.96,4.94,0.019999999999999574,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,58,3,10,4.92,4.12,0.7999999999999998,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,59,3,11,4.77,4.8,-0.03000000000000025,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,60,3,12,4.88,6.9,-2.0200000000000005,False,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,61,3,13,4.91,0.94,3.97,False,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,62,3,14,5.013333333,1.4,3.6133333330000004,False,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,63,3,15,5.013333333,4.8,0.21333333300000046,False,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,64,3,16,5.013333333,4.88,0.1333333330000004,False,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,65,3,17,5.0,2.08,2.92,False,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,66,3,18,4.96,0.74,4.22,False,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,67,3,19,4.98,0.36,4.62,False,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,68,3,20,5.1,0.02,5.08,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,69,3,21,4.92,0.0,4.92,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,70,3,22,4.71,0.0,4.71,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,71,3,23,4.55,0.0,4.55,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,72,4,0,4.415,0.0,4.415,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,73,4,1,4.415,0.0,4.415,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,74,4,2,4.33,0.0,4.33,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,75,4,3,4.3,0.0,4.3,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,76,4,4,4.41,0.0,4.41,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,77,4,5,4.48,0.24,4.24,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,78,4,6,4.65,0.96,3.6900000000000004,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,79,4,7,4.53,3.2,1.33,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,80,4,8,4.59,5.88,-1.29,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,81,4,9,4.63,6.52,-1.8899999999999997,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,82,4,10,4.73,6.94,-2.21,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,83,4,11,4.75,8.64,-3.8900000000000006,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,84,4,12,4.68,10.16,-5.48,False,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,85,4,13,4.74,8.98,-4.24,False,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,86,4,14,4.77,7.16,-2.3900000000000006,False,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,87,4,15,4.86,4.24,0.6200000000000001,False,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,88,4,16,4.93,3.68,1.2499999999999996,False,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,89,4,17,4.91,1.96,2.95,False,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,90,4,18,4.84,0.42,4.42,False,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,91,4,19,4.96,0.08,4.88,False,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,92,4,20,5.17,0.0,5.17,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,93,4,21,5.07,0.0,5.07,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,94,4,22,5.0,0.0,5.0,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,95,4,23,4.72,0.0,4.72,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,96,5,0,4.45,0.0,4.45,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,97,5,1,4.41,0.0,4.41,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,98,5,2,4.23,0.0,4.23,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,99,5,3,4.19,0.0,4.19,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,100,5,4,4.16,0.0,4.16,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,101,5,5,4.37,0.18,4.19,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,102,5,6,4.55,0.92,3.63,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,103,5,7,4.73,3.0,1.7300000000000004,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,104,5,8,4.75,6.06,-1.3099999999999996,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,105,5,9,4.61,8.28,-3.669999999999999,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,106,5,10,4.82,9.7,-4.879999999999999,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,107,5,11,4.7,10.78,-6.079999999999999,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,108,5,12,4.74,8.94,-4.199999999999999,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,109,5,13,4.9,6.24,-1.3399999999999999,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,110,5,14,4.8,4.28,0.5199999999999996,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,111,5,15,4.79,4.26,0.5300000000000002,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,112,5,16,4.79,3.34,1.4500000000000002,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,113,5,17,4.88,1.58,3.3,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,114,5,18,4.96,0.9,4.06,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,115,5,19,5.16,0.14,5.0200000000000005,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,116,5,20,5.01,0.0,5.01,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,117,5,21,4.87,0.0,4.87,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,118,5,22,4.82,0.0,4.82,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,119,5,23,4.67,0.0,4.67,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,120,6,0,4.385,0.0,4.385,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,121,6,1,4.385,0.0,4.385,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,122,6,2,4.18,0.0,4.18,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,123,6,3,4.13,0.0,4.13,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,124,6,4,4.27,0.0,4.27,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,125,6,5,4.45,0.18,4.2700000000000005,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,126,6,6,4.6,0.5,4.1,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,127,6,7,4.64,0.72,3.92,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,128,6,8,4.63,0.92,3.71,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,129,6,9,4.69,1.34,3.3500000000000005,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,130,6,10,4.67,1.9,2.77,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,131,6,11,4.69,2.18,2.5100000000000002,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,132,6,12,4.63,2.5,2.13,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,133,6,13,4.7,1.96,2.74,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,134,6,14,4.67,4.04,0.6299999999999999,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,135,6,15,4.62,3.32,1.3000000000000003,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,136,6,16,4.75,4.12,0.6299999999999999,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,137,6,17,4.73,1.14,3.5900000000000007,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,138,6,18,4.75,0.48,4.27,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,139,6,19,4.84,0.16,4.68,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,140,6,20,5.01,0.0,5.01,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,141,6,21,4.89,0.0,4.89,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,142,6,22,4.74,0.0,4.74,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,143,6,23,4.63,0.0,4.63,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,144,7,0,4.36,0.0,4.36,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,145,7,1,4.29,0.0,4.29,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,146,7,2,4.18,0.0,4.18,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,147,7,3,4.18,0.0,4.18,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,148,7,4,4.32,0.0,4.32,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,149,7,5,4.4,0.12,4.28,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,150,7,6,4.48,0.92,3.5600000000000005,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,151,7,7,4.61,1.08,3.5300000000000002,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,152,7,8,4.62,0.56,4.0600000000000005,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,153,7,9,4.61,2.68,1.9300000000000002,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,154,7,10,4.65,6.68,-2.0299999999999994,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,155,7,11,4.7,6.3,-1.5999999999999996,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,156,7,12,4.78,5.08,-0.2999999999999998,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,157,7,13,4.79,6.24,-1.4500000000000002,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,158,7,14,4.78,5.64,-0.8599999999999994,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,159,7,15,4.84,3.22,1.6199999999999997,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,160,7,16,4.86,4.52,0.34000000000000075,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,161,7,17,4.66,1.34,3.3200000000000003,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,162,7,18,4.81,0.54,4.27,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,163,7,19,4.99,0.02,4.970000000000001,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,164,7,20,5.01,0.0,5.01,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,165,7,21,5.0,0.0,5.0,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,166,7,22,4.88,0.0,4.88,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,167,7,23,4.63,0.0,4.63,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,168,8,0,4.355,0.0,4.355,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,169,8,1,4.355,0.0,4.355,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,170,8,2,4.21,0.0,4.21,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,171,8,3,4.19,0.0,4.19,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,172,8,4,4.34,0.0,4.34,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,173,8,5,4.43,0.4,4.029999999999999,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,174,8,6,4.49,1.16,3.33,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,175,8,7,4.54,2.32,2.22,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,176,8,8,4.63,4.62,0.009999999999999787,False,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,177,8,9,4.66,5.86,-1.2000000000000002,False,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,178,8,10,4.68,5.32,-0.6400000000000006,False,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,179,8,11,4.69,6.02,-1.3299999999999992,False,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,180,8,12,4.64,5.56,-0.9199999999999999,False,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,181,8,13,4.74,4.28,0.45999999999999996,False,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,182,8,14,4.77,5.0,-0.23000000000000043,False,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,183,8,15,4.81,4.76,0.04999999999999982,False,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,184,8,16,4.83,1.8,3.0300000000000002,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,185,8,17,4.79,0.16,4.63,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,186,8,18,4.8,0.0,4.8,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,187,8,19,4.87,0.0,4.87,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,188,8,20,4.91,0.0,4.91,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,189,8,21,4.84,0.0,4.84,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,190,8,22,4.76,0.0,4.76,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,191,8,23,4.61,0.0,4.61,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,192,9,0,4.37,0.0,4.37,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,193,9,1,4.22,0.0,4.22,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,194,9,2,4.16,0.0,4.16,False,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,195,9,3,4.14,0.0,4.14,False,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,196,9,4,4.27,0.0,4.27,False,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,197,9,5,4.36,0.3,4.0600000000000005,False,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,198,9,6,4.52,0.92,3.5999999999999996,False,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,199,9,7,4.68,1.72,2.96,False,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,200,9,8,4.88,2.84,2.04,False,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,201,9,9,4.83,2.38,2.45,False,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,202,9,10,4.86,3.7,1.1600000000000001,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,203,9,11,4.82,3.78,1.0400000000000005,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,204,9,12,4.84,6.7,-1.8600000000000003,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,205,9,13,4.96,5.42,-0.45999999999999996,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,206,9,14,4.89,3.46,1.4299999999999997,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,207,9,15,4.86,2.64,2.22,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,208,9,16,4.89,2.58,2.3099999999999996,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,209,9,17,4.99,2.14,2.85,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,210,9,18,4.89,0.58,4.31,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,211,9,19,5.04,0.06,4.98,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,212,9,20,5.0,0.0,5.0,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,213,9,21,5.01,0.0,5.01,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,214,9,22,4.93,0.0,4.93,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,215,9,23,4.7,0.0,4.7,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,216,10,0,4.335,0.0,4.335,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,217,10,1,4.335,0.0,4.335,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,218,10,2,4.15,0.0,4.15,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,219,10,3,4.16,0.0,4.16,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,220,10,4,4.17,0.0,4.17,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,221,10,5,4.39,0.22,4.17,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,222,10,6,4.51,0.86,3.65,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,223,10,7,4.69,1.54,3.1500000000000004,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,224,10,8,4.9,3.5,1.4000000000000004,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,225,10,9,4.97,4.38,0.5899999999999999,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,226,10,10,5.01,5.12,-0.11000000000000032,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,227,10,11,4.93,2.86,2.07,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,228,10,12,4.84,2.68,2.1599999999999997,False,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,229,10,13,4.94,4.72,0.22000000000000064,False,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,230,10,14,4.95,2.88,2.0700000000000003,False,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,231,10,15,4.97,1.16,3.8099999999999996,False,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,232,10,16,4.86,0.68,4.180000000000001,False,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,233,10,17,4.96,1.02,3.94,False,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,234,10,18,4.88,0.56,4.32,False,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,235,10,19,4.94,0.08,4.86,False,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,236,10,20,4.99,0.0,4.99,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,237,10,21,5.03,0.0,5.03,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,238,10,22,4.87,0.0,4.87,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,239,10,23,4.53,0.0,4.53,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,240,11,0,4.25,0.0,4.25,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,241,11,1,4.25,0.0,4.25,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,242,11,2,4.21,0.0,4.21,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,243,11,3,4.18,0.0,4.18,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,244,11,4,4.16,0.0,4.16,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,245,11,5,4.41,0.26,4.15,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,246,11,6,4.65,0.76,3.8900000000000006,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,247,11,7,4.65,1.96,2.6900000000000004,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,248,11,8,4.63,5.42,-0.79,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,249,11,9,4.6,8.4,-3.8000000000000007,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,250,11,10,4.65,8.14,-3.49,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,251,11,11,4.72,5.68,-0.96,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,252,11,12,4.73,5.96,-1.2299999999999995,False,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,253,11,13,4.7,4.74,-0.040000000000000036,False,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,254,11,14,4.81,4.78,0.02999999999999936,False,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,255,11,15,4.91,3.92,0.9900000000000002,False,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,256,11,16,5.03,0.98,4.050000000000001,False,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,257,11,17,5.02,1.36,3.6599999999999993,False,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,258,11,18,4.88,0.34,4.54,False,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,259,11,19,5.01,0.02,4.99,False,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,260,11,20,5.01,0.0,5.01,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,261,11,21,4.82,0.0,4.82,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,262,11,22,4.6,0.0,4.6,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,263,11,23,4.43,0.0,4.43,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,264,12,0,4.46,0.0,4.46,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,265,12,1,4.57,0.0,4.57,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,266,12,2,4.29,0.0,4.29,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,267,12,3,4.32,0.0,4.32,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,268,12,4,4.35,0.0,4.35,True,16.2,18.0,8,0.35,1.2,0.2,0.15
site1,269,12,5,4.39,0.28,4.109999999999999,True,16.2,18.0,8,0.35,1.2,0.2,0.15
